id	ids	ptr	bank	cpu	len	class	reloc	reloc_reasons	incoming_f2	outgoing_f2	f2_targets	f_controls	raw	jp	jp_expanded
1403	1403	CF5F	D	8F5F	80	plain	NO	PTR_INTERIOR	0	0			65 4F 17 24 27 00 05 1E 8C 76 0E 2E 47 32 17 10 60 19 19 03 76 48 16 52 2E 74 12 03 2E 4E 16 29 86 6C 70 62 65 0F 16 17 05 0F 10 3D 3E 27 03 50 2E 76 02 04 2E 41 60 7E 68 3F 63 35 00 10 24 03 00 53 0D 1E 0F 05 2B 1B 60 16 4F 17 07 6B 3F FF	シュン「どうやら このあたりの てんじょうは\n[F1:$02]おおくの ずいぶんを ふくんでいるようですね。\n[F1:$0A][FE][F9]シュン「ということは…、らくばんの きけんが\n[F1:$02]あります。ボス！ はやく べつのところに\n[F1:$02]いどうしましょう。	シュン「どうやら このあたりの てんじょうは\n[F1:$02]おおくの ずいぶんを ふくんでいるようですね。\n[F1:$0A][FE][F9]シュン「ということは…、らくばんの きけんが\n[F1:$02]あります。ボス！ はやく べつのところに\n[F1:$02]いどうしましょう。
1404	1404	CF83	D	8F83	44	plain	YES		0	0			65 0F 16 17 05 0F 10 3D 3E 27 03 50 2E 76 02 04 2E 41 60 7E 68 3F 63 35 00 10 24 03 00 53 0D 1E 0F 05 2B 1B 60 16 4F 17 07 6B 3F FF	シュン「ということは…、らくばんの きけんが\n[F1:$02]あります。ボス！ はやく べつのところに\n[F1:$02]いどうしましょう。	シュン「ということは…、らくばんの きけんが\n[F1:$02]あります。ボス！ はやく べつのところに\n[F1:$02]いどうしましょう。
1405	1405	CFAF	D	8FAF	49	plain	YES		0	0			65 20 0E 03 4B 06 16 35 00 05 2A 75 AB 93 1E 60 80 16 2F 59 17 1E E5 10 16 11 33 29 6C 35 60 24 2F 55 28 00 01 1E 47 32 75 05 1E 1A 01 1B 2F 35 FF	シュン「みてください！ これは まきこさんの\n[F1:$02]もういっぽうのハイヒールです！\n[F1:$02]やっぱり かのじょは このなかにっ！	シュン「みてください！ これは まきこさんの\n[F1:$02]もういっぽうのハイヒールです！\n[F1:$02]やっぱり かのじょは このなかにっ！
1406	1406	CFE0	D	8FE0	41	plain	YES		0	0			65 17 2E 36 00 E5 10 16 11 33 29 6C 3F 60 4F 17 24 27 00 12 0B 0B 51 00 05 1E 0C 0E 2E 1B 60 23 4F 2F 0E 02 0B 85 6C 70 FF	シュン「うん？ ハイヒールです。\n[F1:$02]どうやら ふたたび このちてんに\n[F1:$02]もどってきたみたいですね。	シュン「うん？ ハイヒールです。\n[F1:$02]どうやら ふたたび このちてんに\n[F1:$02]もどってきたみたいですね。
1407	1407	D009	D	9009	75	plain	YES		0	0			65 24 2F 55 28 00 01 1E 47 32 1E E5 10 16 11 33 29 1B 60 0C 41 16 7E 6A 3F 62 65 23 2F 0E 19 02 0B 16 0F 05 2B 6C 41 60 05 1E 1A 01 4E 00 1F 26 2C 7F 0B 22 1B 23 60 22 47 29 07 0F 07 0E 00 05 1E 1F 1F 1B 07 0E 19 02 6B 3F FF	シュン「やっぱり かのじょのハイヒールに\n[F1:$02]ちがいありません。\n[F1:$0A][FE][F9]シュン「もっておきたいところですが\n[F1:$02]このなかで まよわないためにも\n[F1:$02]めじるしとして このままにしておきましょう。	シュン「やっぱり かのじょのハイヒールに\n[F1:$02]ちがいありません。\n[F1:$0A][FE][F9]シュン「もっておきたいところですが\n[F1:$02]このなかで まよわないためにも\n[F1:$02]めじるしとして このままにしておきましょう。
1408	1408	D054	D	9054	49	plain	YES		0	0			65 63 35 00 0D 29 10 07 78 19 0C 0E 16 69 35 60 05 2A 4E 00 4B 2F 07 31 0D 4E 02 29 01 23 00 07 2A 7F 4A 35 62 65 05 2A 75 23 2F 0E 19 02 68 35 FF	シュン「ボス！ つるはしが おちていました！\n[F1:$02]これで だっしゅつできるかも しれないぞ！\n[F1:$0A][FE][F9]シュン「これは もっておきます！	シュン「ボス！ つるはしが おちていました！\n[F1:$02]これで だっしゅつできるかも しれないぞ！\n[F1:$0A][FE][F9]シュン「これは もっておきます！
1409	1409	D085	D	9085	14	plain	YES		0	0			65 05 05 1B 75 80 00 84 23 7F 85 6C 3F FF	シュン「ここには もう なにもないみたいです。	シュン「ここには もう なにもないみたいです。
1410	1410	D093	D	9093	8	plain	YES		0	0			65 1F 3E AB 93 35 62 FF	シュン「ま、まきこさん！\n[F1:$0A][FE][F9]	シュン「ま、まきこさん！\n[F1:$0A][FE][F9]
1411	1411	D09B	D	909B	79	controlled	YES		0	4	ED82,ED86,ED82,ED86	F2,F2,F2,F2	F2 82 ED 07 3E 07 2F 01 28 07 0E 03 4B 06 16 35 60 4B 22 4B 35 00 01 2E 49 2E 73 16 07 02 2D 1A 03 07 0E 16 68 3F F2 86 ED 62 F2 82 ED 63 35 00 0F 23 01 03 10 24 03 00 01 1E 47 32 2D 60 0A 0F 1B 0D 2A 4B 06 1A 04 2A 50 35 F2 86 ED 62 FF	[F2:$ED82]し、しっかりしてください！\n[F1:$02]だめだ！ かんぜんに いしきをなくしています。[F2:$ED86]\n[F1:$0A][FE][F9][F2:$ED82]ボス！ ともかくはやく かのじょを\n[F1:$02]そとにつれださなければ！[F2:$ED86]\n[F1:$0A][FE][F9]	シュン「[F0:$A1]し、しっかりしてください！\n[F1:$02]だめだ！ かんぜんに いしきをなくしています。[F0:$A2]\n[F1:$0A][FE][F9]シュン「[F0:$A1]ボス！ ともかくはやく かのじょを\n[F1:$02]そとにつれださなければ！[F0:$A2]\n[F1:$0A][FE][F9]
1412	1412	D0EA	D	90EA	72	plain	YES		0	0			01 2E 28 1B 2E 3A 1A 2E 6C 36 00 15 1A 0B 41 0B 10 36 60 AB 93 0F 75 19 07 28 15 16 6C 71 62 01 2E 28 1B 2E 3A 4E 23 00 14 2E 1B 2E 73 21 4B 2E 4E 60 E6 1F 08 0B 33 02 33 74 01 08 2C 04 1B 10 60 1F 16 28 6A 1A 3F FF	かんりにん「なんです？ あなたがたは？\n[F1:$02]まきこさんとは おしりあいですか？\n[F1:$0A][FE][F9]かんりにん「でも ほんにんに むだんで\n[F1:$02]マスターキーを かすわけには\n[F1:$02]まいりませんな。	かんりにん「なんです？ あなたがたは？\n[F1:$02]まきこさんとは おしりあいですか？\n[F1:$0A][FE][F9]かんりにん「でも ほんにんに むだんで\n[F1:$02]マスターキーを かすわけには\n[F1:$02]まいりませんな。
1413	1413	D132	D	9132	19	plain	YES		0	0			65 05 05 75 AB 93 78 07 50 27 2A 0E 16 0B 60 96 6C 3F FF	シュン「ここは まきこさんが しばられていた\n[F1:$02]ばしょです。	シュン「ここは まきこさんが しばられていた\n[F1:$02]ばしょです。
1414	1414	D145	D	9145	50	plain	YES		0	0			65 16 1F 75 0A 0F 1B 4E 29 05 0F 78 09 2E 04 0D 6C 35 60 05 2E 1A 0F 05 2B 4E 00 07 27 53 0B 2F 0E 60 47 01 2E 1E 21 4B 0F 00 16 17 23 1E 6C 26 35 FF	シュン「いまは そとにでることが せんけつです！\n[F1:$02]こんなところで しらべたって\n[F1:$02]じかんのむだと いうものですよ！	シュン「いまは そとにでることが せんけつです！\n[F1:$02]こんなところで しらべたって\n[F1:$02]じかんのむだと いうものですよ！
1415	1415	D177	D	9177	40	plain	YES		0	0			65 1A 3E 1A 2E 0E 05 0F 4B 35 60 05 2E 1A 0F 02 73 01 16 0C 31 17 4E 2E 0F 17 76 4E 2E 0C 41 60 02 2A 29 1A 2E 0E 35 FF	シュン「な、なんてことだ！\n[F1:$02]こんなときに かいちゅうでんとうの でんちが\n[F1:$02]きれるなんて！	シュン「な、なんてことだ！\n[F1:$02]こんなときに かいちゅうでんとうの でんちが\n[F1:$02]きれるなんて！
1416	1416	D19F	D	919F	17	plain	YES		1	0			65 1F 2F 03 27 4E 00 4F 17 07 86 23 00 7E 6A 3F FF	シュン「まっくらで どうしようも ありません。	シュン「まっくらで どうしようも ありません。
1417	1417	D1B0	D	91B0	54	plain	YES		0	0			65 63 3F 11 01 28 75 0E 2E 47 32 17 01 27 60 23 2A 0E 16 68 3F 05 1E 0D 29 10 07 4E 00 03 48 07 0E 60 4B 2F 07 31 0D 4E 02 0A 17 6C 1D 35 00 24 2F 0B 15 35 62 FF	シュン「ボス。ひかりは てんじょうから\n[F1:$02]もれています。このつるはしで くずして\n[F1:$02]だっしゅつできそうですね！ やったあ！\n[F1:$0A][FE][F9]	シュン「ボス。ひかりは てんじょうから\n[F1:$02]もれています。このつるはしで くずして\n[F1:$02]だっしゅつできそうですね！ やったあ！\n[F1:$0A][FE][F9]
1418	1418	D1E6	D	91E6	16	plain	YES		0	0			65 80 00 05 05 1B 75 84 23 60 7E 6A 6F 63 3F FF	シュン「もう ここには なにも\n[F1:$02]ありませんよ。ボス。	シュン「もう ここには なにも\n[F1:$02]ありませんよ。ボス。
1419	1419	D1F6	D	91F6	28	plain	YES		0	0			64 07 27 53 0E 20 69 78 24 2F 55 28 00 12 0D 17 1E 60 E6 20 27 33 54 33 29 6C 6F FF	くろき「しらべてみましたが やっぱり ふつうの\n[F1:$02]ミラーボールですよ。	くろき「しらべてみましたが やっぱり ふつうの\n[F1:$02]ミラーボールですよ。
1420	1420	D212	D	9212	42	plain	YES		0	0			64 7A 88 1E 2E 4E 20 68 70 60 45 03 28 00 45 03 28 72 60 17 33 21 00 04 2F 05 17 00 24 08 23 1E 1E E3 2C 16 2E 4B 1A 15 3F FF	くろき「では ちょっと のんでみますね。\n[F1:$02]ごくり ごくり……。\n[F1:$02]うーむ けっこう やすもののワインだなあ。	くろき「では ちょっと のんでみますね。\n[F1:$02]ごくり ごくり……。\n[F1:$02]うーむ けっこう やすもののワインだなあ。
1421	1421	D23C	D	923C	57	controlled	YES		0	4	ED62,ED6A,ED62,ED6A	F2,F8,F2,F2,F2	F2 62 ED 15 0B 07 00 05 2A 4E 23 00 E4 17 18 08 0F 1B 10 60 47 07 2E 00 15 29 1E 6F F8 F2 6A ED 64 0A 17 01 1A 15 72 62 F2 62 ED 1F 2F 35 00 07 0D 2A 16 1D 35 F2 6A ED FF	[F2:$ED62]あたし これでも ウエストには\n[F1:$02]じしん あるのよ。\n[F2:$ED6A]くろき「そうかなあ……。\n[F1:$0A][FE][F9][F2:$ED62]まっ！ しつれいね！[F2:$ED6A]	アケミ「[F0:$81]あたし これでも ウエストには\n[F1:$02]じしん あるのよ。\n[F0:$82]くろき「そうかなあ……。\n[F1:$0A][FE][F9]アケミ「[F0:$81]まっ！ しつれいね！[F0:$82]
1422	1422	D275	D	9275	48	controlled	YES		0	2	ED62,ED6A	F2,F2	F2 62 ED 17 12 2F 3F 15 0B 07 2F 0E 00 02 2A 16 1A 00 15 07 60 07 0E 16 29 4E 07 32 3F 60 4E 23 00 80 00 06 2C 2F 0C 30 00 16 24 6F F2 6A ED FF	[F2:$ED62]うふっ。あたしって きれいな あし\n[F1:$02]しているでしょ。\n[F1:$02]でも もう さわっちゃ いやよ。[F2:$ED6A]	アケミ「[F0:$81]うふっ。あたしって きれいな あし\n[F1:$02]しているでしょ。\n[F1:$02]でも もう さわっちゃ いやよ。[F0:$82]
1423	1423	D2A5	D	92A5	43	plain	YES		0	0			64 E7 45 14 2E 00 45 14 2E 3F 60 05 2E 1A 0F 05 2B 74 07 27 53 06 09 7F 4E 00 03 4B 06 16 3F 60 04 21 0B 16 47 30 7F 6C 01 3F FF	くろき「ゴホン ゴホン。\n[F1:$02]こんなところを しらべさせないで ください。\n[F1:$02]けむたいじゃないですか。	くろき「ゴホン ゴホン。\n[F1:$02]こんなところを しらべさせないで ください。\n[F1:$02]けむたいじゃないですか。
1424	1424	D2D0	D	92D0	91	controlled	YES		0	4	ED6D,ED74,ED6D,ED74	F8,F2,F2,F2,F2	64 25 51 2C 74 07 0E 16 68 3F 60 1D 18 00 0A 1E 25 51 2C 00 4B 2A 01 27 00 23 27 2F 0B 1E 36 F8 F2 6D ED 0A 2A 2F 0E 00 E3 16 24 20 1A 1E 01 07 27 36 F2 74 ED 62 F2 6D ED 4B 2A 23 00 01 2F 0E 03 2A 7F 01 27 60 47 52 2E 4E 00 01 2F 0B 1E 6F 01 1A 07 16 2C 1D 72 F2 74 ED FF	くろき「ゆびわを しています。\n[F1:$02]ねえ そのゆびわ だれから もらったの？\n[F2:$ED6D]それって イヤミなのかしら？[F2:$ED74]\n[F1:$0A][FE][F9][F2:$ED6D]だれも かってくれないから\n[F1:$02]じぶんで かったのよ。かなしいわね……。[F2:$ED74]	くろき「ゆびわを しています。\n[F1:$02]ねえ そのゆびわ だれから もらったの？\nルナ「[F0:$89]それって イヤミなのかしら？[F0:$8A]\n[F1:$0A][FE][F9]ルナ「[F0:$89]だれも かってくれないから\n[F1:$02]じぶんで かったのよ。かなしいわね……。[F0:$8A]
1425	1425	D32B	D	932B	34	plain	YES		0	0			64 02 0C 30 7F E4 08 28 2F 55 6C 70 60 05 2A 00 11 32 2F 0F 07 0E 00 E3 0F 16 2A 1E 47 30 7F 08 71 FF	くろき「きちゃないスリッパですね。\n[F1:$02]これ ひょっとして トイレのじゃないすか？	くろき「きちゃないスリッパですね。\n[F1:$02]これ ひょっとして トイレのじゃないすか？
1426	1426	D34D	D	934D	45	plain	YES		0	0			64 1F 4F 1E 0A 0F 75 08 43 00 0F 1A 28 1E 17 0C 1E E2 01 53 60 6C 3F 0F 0E 23 00 94 76 0F 19 2A 0A 17 1A 00 08 02 1F 10 60 7E 6A 70 FF	くろき「まどのそとは すぐ となりのうちのカベ\n[F1:$02]です。とても ひとの とおれそうな すきまは\n[F1:$02]ありませんね。	くろき「まどのそとは すぐ となりのうちのカベ\n[F1:$02]です。とても ひとの とおれそうな すきまは\n[F1:$02]ありませんね。
1427	1427	D37A	D	937A	34	plain	YES		0	0			64 12 0F 2E 2D 22 03 2F 0E 20 69 41 60 89 0E 41 01 28 1B 1A 29 86 1A 23 1E 10 60 20 0D 01 28 6A 6F FF	くろき「ふとんをめくってみましたが\n[F1:$02]とくに てがかりになるようなものは\n[F1:$02]みつかりませんよ。	くろき「ふとんをめくってみましたが\n[F1:$02]とくに てがかりになるようなものは\n[F1:$02]みつかりませんよ。
1428	1428	D39C	D	939C	25	plain	YES		0	0			65 16 18 1E 1A 01 74 1E 4A 16 0E 20 69 41 60 4B 2A 23 00 16 7F 85 6C 3F FF	シュン「いえのなかを のぞいてみましたが\n[F1:$02]だれも いないみたいです。	シュン「いえのなかを のぞいてみましたが\n[F1:$02]だれも いないみたいです。
1429	1429	D3B5	D	93B5	27	plain	YES		0	0			65 01 2A 75 01 2E 07 02 76 94 6C 3F 60 07 16 2E 1A 4F 74 07 27 53 29 94 6C 70 FF	シュン「かれは かんしきの ひとです。\n[F1:$02]しいんなどを しらべるひとですね。	シュン「かれは かんしきの ひとです。\n[F1:$02]しいんなどを しらべるひとですね。
1430	1430	D3D0	D	93D0	55	plain	YES		0	0			65 0C 01 03 73 08 2E 4E 16 29 00 94 4E 60 05 1E 01 2A 78 07 0B 16 74 10 2F 04 2E 07 69 3F 62 65 1A 2E 4E 23 00 06 2E 59 1E 0F 0C 31 17 4E 60 20 0D 04 0B 0F 01 3F FF	シュン「ちかくに すんでいる ひとで\n[F1:$02]このかれが したいを はっけんしました。\n[F1:$0A][FE][F9]シュン「なんでも さんぽのとちゅうで\n[F1:$02]みつけたとか。	シュン「ちかくに すんでいる ひとで\n[F1:$02]このかれが したいを はっけんしました。\n[F1:$0A][FE][F9]シュン「なんでも さんぽのとちゅうで\n[F1:$02]みつけたとか。
1431	1431	D407	D	9407	45	plain	YES		0	0			65 01 1A 28 00 0F 28 20 4B 07 0E 16 29 00 86 08 6C 3F 60 26 14 4F 00 05 1E 47 04 2E 78 E4 07 32 2F 03 4B 2F 0B 2E 4E 60 07 32 17 70 FF	シュン「かなり とりみだしている ようすです。\n[F1:$02]よほど このじけんが ショックだったんで\n[F1:$02]しょうね。	シュン「かなり とりみだしている ようすです。\n[F1:$02]よほど このじけんが ショックだったんで\n[F1:$02]しょうね。
1432	1432	D434	D	9434	33	plain	YES		0	0			65 24 2F 55 28 00 01 2E 49 2E 73 07 2E 4E 16 68 3F 60 07 2E 4B 12 28 1A 2E 01 47 30 00 7E 6A 6F FF	シュン「やっぱり かんぜんに しんでいます。\n[F1:$02]しんだふりなんかじゃ ありませんよ。	シュン「やっぱり かんぜんに しんでいます。\n[F1:$02]しんだふりなんかじゃ ありませんよ。
1433	1433	D455	D	9455	44	plain	YES		0	0			65 15 1E 07 1F 75 01 20 41 08 21 0F 16 17 60 E6 01 21 16 2F 07 31 1E 07 1F 6C 3F 60 4E 23 00 47 04 2E 0F 75 01 2E 04 16 7F 6E 3F FF	シュン「あのしまは かみがすむという\n[F1:$02]カムイッシュのしまです。\n[F1:$02]でも じけんとは かんけいないでしょう。	シュン「あのしまは かみがすむという\n[F1:$02]カムイッシュのしまです。\n[F1:$02]でも じけんとは かんけいないでしょう。
1434	1434	D481	D	9481	44	plain	YES		0	0			65 01 2E 05 17 0C 73 26 03 15 29 00 D1 D0 D0 18 2E 4E 60 20 27 2A 29 00 54 17 18 2E 02 32 17 6C 41 60 05 2A 78 4F 17 01 07 69 71 FF	シュン「かんこうちに よくある [GLYPH:$D1][GLYPH:$D0][GLYPH:$D0]えんで\n[F1:$02]みられる ぼうえんきょうですが\n[F1:$02]これが どうかしましたか？	シュン「かんこうちに よくある [GLYPH:$D1][GLYPH:$D0][GLYPH:$D0]えんで\n[F1:$02]みられる ぼうえんきょうですが\n[F1:$02]これが どうかしましたか？
1435	1435	D4AD	D	94AD	35	plain	YES		0	0			65 0F 07 75 D2 D0 03 27 16 6E 01 3F 60 4E 23 00 0A 1E 2C 28 1B 75 15 4F 04 7F 00 01 19 4B 0C 60 6C 70 FF	シュン「としは [GLYPH:$D2][GLYPH:$D0]くらいでしょうか。\n[F1:$02]でも そのわりには あどけない かおだち\n[F1:$02]ですね。	シュン「としは [GLYPH:$D2][GLYPH:$D0]くらいでしょうか。\n[F1:$02]でも そのわりには あどけない かおだち\n[F1:$02]ですね。
1436	1436	D4D0	D	94D0	50	plain	YES		0	0			65 17 0D 03 07 16 00 08 2E 4B 11 0F 20 74 07 0E 16 68 3F 60 2C 2F 00 63 3F 7C 2C 48 00 20 0D 22 15 2F 0E 07 1F 16 60 69 3F 0E 2A 0C 30 17 1A 15 3F FF	シュン「うつくしい すんだひとみを しています。\n[F1:$02]わっ ボス。おもわず みつめあってしまい\n[F1:$02]ました。てれちゃうなあ。	シュン「うつくしい すんだひとみを しています。\n[F1:$02]わっ ボス。おもわず みつめあってしまい\n[F1:$02]ました。てれちゃうなあ。
1437	1437	D502	D	9502	36	plain	YES		0	0			65 18 33 0F 00 20 0B 01 2E 47 D7 D8 2F 0E 0F 05 01 1A 36 60 0F 00 84 74 16 2C 09 29 2E 6C 01 35 00 63 35 FF	シュン「えーと みたかんじ[GLYPH:$D7][GLYPH:$D8]ってとこかな？\n[F1:$02]と なにを いわせるんですか！ ボス！	シュン「えーと みたかんじ[GLYPH:$D7][GLYPH:$D8]ってとこかな？\n[F1:$02]と なにを いわせるんですか！ ボス！
1438	1438	D526	D	9526	56	controlled	YES		0	2	EDB6,EDBB	F8,F2,F2	65 19 0F 1A 07 16 01 2E 47 76 12 03 0A 17 6C 41 60 01 2C 16 16 94 75 84 2D 02 0E 23 00 1B 15 17 1A 15 3F F8 F2 B6 ED 16 24 4B 3D 00 04 16 47 93 2F 0B 27 72 F2 BB ED FF	シュン「おとなしいかんじの ふくそうですが\n[F1:$02]かわいいひとは なにをきても にあうなあ。\n[F2:$EDB6]いやだ… けいじさんったら……。[F2:$EDBB]	シュン「おとなしいかんじの ふくそうですが\n[F1:$02]かわいいひとは なにをきても にあうなあ。\n[FC:$5C][F0:$A9]いやだ… けいじさんったら……。[F0:$AA]
1439	1439	D55E	D	955E	70	controlled	YES		0	2	EDAE,EDB3	F2,F8,F2	65 01 1E 47 32 1E 14 17 75 88 E2 10 4E 22 4E 60 0F 01 16 0E 02 1A 01 2E 47 6C 3F 60 63 75 4F 2F 0C 78 05 1E 20 6C 71 62 F2 AE ED 18 36 00 84 77 16 2F 0B 36 F8 F2 B3 ED 65 15 2C 2C 00 1A 2E 4E 23 00 7E 6A 6F FF	シュン「かのじょのほうは ちょっと ハデめで\n[F1:$02]とかいてきなかんじです。\n[F1:$02]ボスは どっちが このみですか？\n[F1:$0A][FE][F9][F2:$EDAE]え？ なにか いった？\n[F2:$EDB3]シュン「あわわ なんでも ありませんよ。	シュン「かのじょのほうは ちょっと ハデめで\n[F1:$02]とかいてきなかんじです。\n[F1:$02]ボスは どっちが このみですか？\n[F1:$0A][FE][F9][FC:$63][F0:$B1]え？ なにか いった？\n[F0:$B2]シュン「あわわ なんでも ありませんよ。
